engine_id,cylinder,n_cylinders,mV_0,mV_1,mV_2,mV_3,mV_4,mV_5,mV_6,mV_7,mV_8,mV_9,mV_10,mV_11,mV_12,mV_13,mV_14,mV_15,mV_16,mV_17,mV_18,mV_19,mV_20
train_0066,6,8,40.805,35.677,27.201,36.878,45.691,54.409,60.434,,63.443,63.984,62.593,61.563,57.343,51.59,45.987,39.156,32.187,19.233,15.27,23.818,24.501
train_0066,7,8,41.663,34.399,30.385,39.902,47.558,54.43,59.261,62.322,64.446,64.498,61.704,60.634,57.743,52.922,48.625,41.17,35.12,26.239,13.533,23.671,24.601
train_0066,8,8,43.323,36.337,26.749,36.106,44.882,53.349,59.724,62.312,63.558,64.892,63.275,,58.209,52.266,47.487,40.208,34.237,25.41,12.502,22.738,23.073
train_0067,1,16,32.058,26.415,,32.905,42.439,49.27,53.798,56.158,56.01,55.465,50.838,43.566,35.906,30.364,,24.952,26.543,29.999,33.865,33.331,32.091
train_0067,2,16,29.512,24.32,23.077,30.733,39.267,45.397,49.544,51.748,51.709,51.126,46.55,39.868,32.691,27.162,24.036,22.944,24.391,26.808,29.93,29.484,28.763
train_0067,3,16,29.379,24.764,22.713,30.169,39.054,46.148,51.135,53.813,54.486,54.648,50.012,42.407,34.627,28.918,25.53,23.744,24.672,27.514,31.591,,32.169
train_0067,4,16,25.978,21.618,24.939,32.555,39.541,44.959,49.321,51.879,52.344,51.546,46.034,39.012,32.543,27.675,24.357,22.674,23.797,26.253,29.217,29.54,28.496
train_0067,5,16,35.395,28.692,25.534,33.07,42.285,49.136,54.262,57.904,58.823,58.715,54.643,47.596,39.605,32.97,28.578,26.401,27.362,30.264,34.046,34.545,32.783
train_0067,6,16,31.179,26.027,27.561,34.971,42.634,48.494,53.06,55.843,56.045,55.132,50.26,43.59,37.213,32.304,28.662,26.291,25.955,27.729,30.976,32.964,32.151
train_0067,7,16,31.127,24.114,26.733,35.56,43.96,50.003,54.324,56.198,55.957,55.253,49.97,42.781,35.724,30.412,26.965,24.986,25.717,28.308,32.085,33.125,32.013
train_0067,8,16,31.033,25.505,,31.392,39.391,44.405,43.33,44.903,43.297,40.118,37.784,32.611,27.143,20.622,16.426,17.649,21.049,23.071,27.179,27.666,26.166
train_0067,9,16,29.78,24.536,27.06,35.172,43.083,49.267,53.981,56.28,56.257,55.633,50.668,43.756,37.406,32.695,28.376,25.032,25.528,28.52,32.283,32.976,31.635
train_0067,10,16,32.434,25.317,25.009,33.278,42.46,49.115,53.594,56.075,56.627,56.86,52.527,45.196,37.539,32.021,28.853,27.275,27.572,29.358,32.655,34.212,33.444
train_0067,11,16,27.729,22.426,25.187,32.874,40.132,45.839,50.302,52.583,52.716,51.752,46.165,39.261,32.717,27.389,23.681,21.909,23.32,26.547,30.45,31.384,30.822
train_0067,12,16,33.792,26.985,25.023,32.819,41.839,49.029,54.178,56.853,56.742,56.105,52.102,45.41,38.525,32.818,28.189,25.168,25.457,28.702,32.967,34.524,33.124
train_0067,13,16,31.995,27.09,24.193,30.695,39.191,45.926,50.843,54.476,55.551,54.941,50.691,44.4,38.346,33.069,28.644,25.339,25.024,28.061,32.428,33.392,31.657
train_0067,14,16,,27.516,31.741,31.239,38.35,42.954,39.827,41.206,38.837,34.648,32.665,27.295,22.324,16.068,12.432,15.48,20.054,21.48,25.212,24.714,22.511
train_0067,15,16,27.286,21.085,22.196,30.08,38.14,43.991,47.687,49.446,49.443,48.668,43.373,36.738,31.14,26.997,,21.582,22.588,25.643,29.099,29.045,27.573
train_0067,16,16,33.759,27.219,26.585,34.257,42.848,49.404,53.507,55.351,,55.327,50.381,43.641,37.332,,28.212,25.843,26.449,29.059,32.676,33.886,33.757
train_0068,1,8,35.187,28.539,27.035,,42.989,48.895,47.833,49.732,49.732,44.939,41.667,35.538,29.629,21.913,17.245,19.61,25.154,,31.719,28.957,25.791
train_0068,2,8,37.562,29.703,26.394,34.887,44.995,52.943,58.751,62.828,64.144,64.422,60.145,52.363,43.335,36.36,31.65,28.849,30.378,34.54,39.389,38.778,37.212
train_0068,3,8,31.901,24.918,26.475,35.822,45.529,53.308,58.87,61.1,61.066,60.814,55.568,,38.893,31.917,27.786,26.477,28.973,33.084,37.735,37.532,37.137
train_0068,4,8,29.934,23.572,22.257,30.746,40.542,48.055,53.431,56.676,57.114,56.53,51.224,43.536,36.056,30.321,26.333,24.301,25.643,28.969,33.257,33.456,32.244
train_0068,5,8,33.435,27.005,26.616,35.634,45.429,53.249,59.355,63.04,,63.893,,49.48,41.213,35.349,31.479,29.419,31.092,34.949,39.465,39.235,38.461
train_0068,6,8,32.478,22.145,12.866,6.706,,37.559,44.749,45.637,42.736,38.741,32.467,22.408,13.272,7.592,9.99,14.764,20.405,31.191,40.737,34.042,25.248
train_0068,7,8,32.642,26.73,,33.623,42.868,50.347,56.43,60.216,61.18,61.132,55.269,46.623,38.447,32.573,28.548,26.542,28.662,32.78,36.893,35.814,35.245
train_0068,8,8,36.743,30.279,25.096,33.352,44.412,53.214,59.962,64.314,65.163,64.501,57.745,48.445,39.806,,29.36,27.673,30.736,36.139,40.219,38.644,38.243
train_0069,1,16,26.593,24.499,32.395,41.657,48.848,54.262,58.086,,58.769,56.509,50.053,42.594,35.909,30.892,27.342,25.481,27.073,30.076,33.361,32.92,31.973
train_0069,2,16,31.63,25.805,29.97,39.437,48.644,,60.91,62.533,62.518,61.909,55.625,47.292,39.612,33.63,28.988,26.141,27.296,31.072,36.219,36.8,35.636
train_0069,3,16,32.359,22.544,38.106,35.64,29.585,29.846,34.456,,30.451,26.808,20.188,7.712,1.653,1.993,2.29,1.819,1.2,5.535,13.357,9.567,4.358
train_0069,4,16,19.945,19.375,22.469,25.54,28.004,31.761,36.097,39.766,42.246,45.076,45.934,46.61,47.135,48.944,50.919,52.815,54.933,56.721,57.963,58.715,59.254
train_0069,5,16,37.069,31.267,32.509,42.789,52.519,59.595,64.953,68.142,68.839,68.26,61.477,52.409,43.765,37.198,33.208,31.757,34.138,37.849,41.714,40.934,39.884
train_0069,6,16,38.454,33.48,35.853,43.294,49.081,53.294,53.521,56.28,54.232,50.928,46.707,39.591,33.277,26.684,21.841,23.05,27.595,,33.976,,29.053
train_0069,7,16,36.028,34.613,37.303,43.045,46.857,50.27,49.692,53.424,50.015,44.684,40.938,,28.924,22.197,,19.258,25.327,28.465,31.556,29.324,26.331
train_0069,8,16,32.372,27.342,29.697,39.645,48.493,54.262,58.728,61.678,,62.04,56.191,48.255,40.707,35.121,30.906,27.776,28.113,31.324,35.911,36.593,36.102
train_0069,9,16,30.012,25.794,31.532,40.988,49.416,56.217,61.13,62.808,62.6,61.033,54.349,45.939,38.103,32.667,29.594,28.683,31.172,34.4,37.604,36.664,36.095
train_0069,10,16,26.787,23.55,31.232,40.806,48.644,54.456,58.391,60.012,60.285,58.557,52.105,43.966,35.955,30.06,26.648,24.93,26.423,30.094,34.615,34.704,33.326
train_0069,11,16,32.294,27.24,30.342,39.138,46.911,,57.791,60.491,60.811,60.104,54.189,46.35,38.741,32.836,28.731,26.358,27.475,30.557,34.806,35.586,35.242
train_0069,12,16,33.998,29.769,29.981,39.752,50.322,58.425,63.82,66.23,66.647,67.341,62.496,54.182,45.198,37.772,32.898,30.749,,34.481,38.618,40.267,40.018
train_0069,13,16,36.203,32.14,30.578,39.363,49.574,57.957,63.769,66.499,66.461,66.348,62.062,54.502,46.226,39.876,35.2,32.15,32.994,36.494,40.691,41.051,39.359
train_0069,14,16,29.484,24.838,29.422,38.535,46.904,54.21,,61.126,60.797,59.553,53.35,45.324,37.679,31.869,28.345,,29.169,33.003,,36.236,36.068
train_0069,15,16,36.137,31.656,37.435,,56.621,63.106,67.948,69.549,69.091,67.048,59.913,51.346,43.874,38.634,34.857,32.981,35.077,38.834,42.141,40.775,41.207
train_0069,16,16,33.372,27.23,,39.96,48.851,55.616,60.745,63.443,63.604,62.929,57.737,50.733,43.404,37.206,32.651,30.026,30.646,33.36,36.956,,36.901
train_0070,1,8,43.97,37.692,30.035,38.577,46.634,54.357,60.1,63.082,65.157,66.583,65.643,65.412,63.752,59.27,55.077,49.375,42.639,34.914,21.924,,26.619
train_0070,2,8,42.125,36.436,28.719,36.916,44.694,53.154,59.846,62.651,64.258,65.971,65.161,64.106,61.717,57.182,53.036,47.262,40.645,33.728,21.883,,27.866
train_0070,3,8,42.302,38.185,28.876,36.781,44.81,52.979,60.213,64.593,67.568,69.326,67.608,66.283,63.682,58.717,54.494,,41.56,32.322,,18.542,24.29
train_0070,4,8,39.579,36.9,28.735,33.295,41.246,49.192,56.192,60.241,62.258,63.47,63.171,61.128,59.874,56.72,52.207,48.51,42.147,36.787,28.264,14.875,22.328
train_0070,5,8,37.352,33.472,25.493,32.807,39.708,46.338,52.105,56.042,59.228,61.214,59.791,58.313,55.755,51.365,47.596,41.527,35.684,28.571,15.203,16.033,22.897
train_0070,6,8,44.18,40.081,31.557,39.448,47.053,54.572,61.187,65.24,67.743,68.785,67.537,67.046,65.762,61.563,57.178,51.395,44.379,36.324,22.584,17.392,28.226
train_0070,7,8,43.267,38.907,29.63,36.466,44.215,52.044,58.434,62.098,64.403,65.776,64.911,64.064,61.753,57,53.231,48.498,42.788,,21.762,17.98,26.104
train_0070,8,8,30.639,33.822,32.583,32.214,31.819,,33.665,34.205,34.05,33.302,31.385,30.067,28.402,,29.856,42.785,59.249,53.363,28.963,16.738,17.913
train_0071,1,12,41.715,35.954,,45.86,51.967,55.676,58.54,,63.144,63.021,62.009,,56.448,50.024,40.306,30.015,31.081,34.573,38.295,38.495,38.256
train_0071,2,12,39.192,30.369,29.175,45.778,51.413,54.738,57.518,59.69,61.252,61.323,60.566,58.009,53.311,47.698,39.867,30.956,,34.994,37.964,37.154,36.098
train_0071,3,12,,29.428,35.054,47.304,52.193,55.746,58.112,59.956,61.279,60.659,59.327,56.223,51.667,45.281,35.831,29.063,31.9,36.095,37.908,37.109,36.227
train_0071,4,12,36.738,,27.627,43.996,49.532,52.742,55.036,56.82,58.652,59.155,58.616,56.455,51.917,45.25,35.787,26.918,29.139,33.263,36.736,36.443,35.314
train_0071,5,12,36.166,27.211,31.983,45.344,50.686,54.52,57.086,58.987,59.599,,57.459,55.102,50.553,43.292,32.9,27.415,30.173,34.964,36.862,36.505,35.118
train_0071,6,12,23.02,33.457,50.428,62.22,58.667,45.123,32.892,26.91,24.623,23.112,21.165,19.4,19.869,23.152,30.964,40.957,47.847,44.466,33.666,23.233,17.159
train_0071,7,12,36.946,26.761,30.402,42.615,47.41,51.378,54.154,56.042,57.706,57.883,57.442,55.621,51.715,45.779,36.735,26.982,27.566,30.559,,34.69,34.378
train_0071,8,12,36.52,26.839,36.996,47.248,52.258,56.352,59.21,61.434,63.119,62.657,61.299,58.197,53.37,47.165,38.635,30.281,31.598,34.553,38.003,,36.06
train_0071,9,12,41.041,29.947,24.642,26.119,28.017,24.745,27.214,27.801,24.869,21.893,22.255,17.126,13.041,,3.322,1.379,1.337,5.567,9.832,6.586,2.129
train_0071,10,12,35.294,24.758,34.446,44.689,49.321,53.104,56.01,58.554,59.92,58.846,57.179,54.013,49.908,44.494,35.819,27.878,29.475,32.514,,34.791,33.027
train_0071,11,12,39.872,30.497,33.889,48.023,,56.005,59.36,62.699,,65.154,63.504,59.846,54.938,48.334,38.331,30.171,31.834,35.936,39.047,38.888,37.259
train_0071,12,12,,35.284,29.982,47.007,53.259,56.922,59.43,61.405,63.513,64.227,63.266,60.803,56.615,51.371,43.29,32.866,32.55,35.426,39.238,39.2,38.888
train_0072,1,12,47.079,40.511,30.43,40.248,49.991,59.457,65.882,68.156,69.762,71.297,69.835,68.955,65.131,59.697,55.145,47.05,39.308,26.86,17.389,28.667,28.782
train_0072,2,12,43.549,36.785,32.803,42.615,50.77,58.231,63.303,66.4,68.688,69.052,67.277,66.191,62.595,57.883,52.374,44.329,36.225,,16.81,27.141,28.015
train_0072,3,12,40.013,34.773,27.02,37.323,46.637,55.119,60.518,62.886,64.886,66.167,65.147,63.995,59.112,53.526,48.287,41.115,32.933,17.931,15.101,24.008,25.435
train_0072,4,12,,38.396,27.505,,47.015,54.502,51.325,53.127,49.477,44.99,45.365,44.999,42.906,36.886,31.311,,29.217,12.913,11.206,15.909,12.999
train_0072,5,12,47.616,40.972,31.849,41.889,51.295,59.997,65.976,69.251,70.962,70.902,69.548,69.149,64.857,59.203,,45.672,36.662,20.668,20.233,27.955,27.954
train_0072,6,12,43.604,40.286,29.166,37.74,,54.851,55.093,58.213,56.91,54.13,53.45,52.051,48.969,43.388,37.99,36.046,31.548,14.795,13.969,19.653,18.193
train_0072,7,12,45.473,41.09,29.825,36.084,45.47,54.868,62.197,66.133,68.933,70.372,,66.821,62.765,56.914,51.608,43.571,35.555,21.287,16.246,26.223,26.396
train_0072,8,12,43.522,39.209,29.694,40.322,,59.77,66.208,69.306,71.168,70.787,68.875,,61.813,56.504,48.921,41.848,,14.054,25.216,26.597,27.532
train_0072,9,12,44.042,38.668,29.783,40.668,50.665,60.197,66.341,69.567,72.13,72.365,70.439,67.431,61.466,56.276,48.617,41.479,31.558,14.81,25.666,25.528,25.116
train_0072,10,12,44.49,37.067,27.489,,42.211,52.381,58.932,61.108,62.492,62.183,59.714,59.156,55.201,49.322,45.148,39.74,33.33,20.768,17.594,24.157,20.913
train_0072,11,12,47.102,39.01,34.771,44.957,53.748,61.848,67.442,70.63,72.333,71.829,69.867,68.205,64.133,59.294,52.733,45.221,36.996,21.668,20.712,28.615,29.027
train_0072,12,12,43.131,38.474,,36.562,45.762,54.786,60.986,63.694,65.707,66.716,64.7,63.239,59.454,54.905,49.564,42.498,34.287,18.627,18.381,24.582,24.241
train_0073,1,12,45.397,39.693,34.551,45.721,51.656,56.269,59.636,62.995,65.249,66.055,65.877,63.741,60.972,57.056,52.955,48.691,42.967,36.066,31.34,16.515,29.693
train_0073,2,12,,36.88,42.678,,54.6,59.37,64.389,68.297,69.002,68.519,,64.563,60.573,55.999,52.273,47.975,41.309,35.44,25.192,24.192,32.424
train_0073,3,12,47.035,43.265,34.122,45.994,51.863,56.803,60.757,64.788,67.736,68.184,67.527,65.239,61.862,56.626,51.902,47.746,42.471,35.868,31.452,14.766,29.567
train_0073,4,12,27.735,34.449,46.752,59.28,58.605,49.441,39.671,34.311,31.684,30.142,28.969,27.492,26.99,28.879,35.096,42.892,45.909,41.371,31.351,19.671,16.98
train_0073,5,12,44.439,36.521,35.476,44.879,49.371,53.587,57.573,61.314,63.379,64.098,63.837,61.379,58.154,54.135,50.544,46.85,41.598,,29.826,11.638,24.513
train_0073,6,12,41.638,35.429,30.879,40.308,44.862,49.127,52.885,56.599,58.887,59.791,59.646,56.888,52.82,48.645,45.514,41.935,36.15,29.532,24.697,13.543,25.333
train_0073,7,12,40.595,34.319,31.958,,46.422,50.663,54.2,57.436,58.798,59.008,57.927,55.215,51.63,47.809,44.292,40.308,,30.656,18.593,22.758,26.917
train_0073,8,12,37.988,31.336,29.15,38.246,43.554,48.795,53.228,56.677,58.088,58.487,57.905,55.28,51.413,46.763,43.255,40.259,35.206,29.077,23.831,13.215,24.38
train_0073,9,12,44.023,36.697,36.625,45.919,50.719,54.499,57.889,,63.905,64.369,63.396,60.975,57.174,52.256,47.839,43.576,37.543,32.337,20.421,24.082,30.501
train_0073,10,12,41.627,33.638,28.045,31.27,28.791,36.478,41.706,42.498,41.947,39.924,37.877,35.494,31.214,27.124,29.094,31.393,28.226,26.328,,7.459,13.6
train_0073,11,12,39.309,34.754,29.842,39.668,44.429,48.997,53.366,,59.113,58.987,58.318,56.545,53.536,48.933,45.024,41.328,35.571,29.845,22.411,16.299,24.095
train_0073,12,12,40.405,31.63,35.844,44.82,49.899,53.802,56.629,59.551,61.184,61.667,,57.727,54.256,50.225,46.52,42.891,37.424,31.101,24.806,15.072,26.234
train_0074,1,8,36.439,29.134,25.183,34.235,41.807,48.43,,55.761,57.814,58.855,56.8,55.268,,47.563,43.822,37.125,30.968,22.819,9.467,12.019,18.278
train_0074,2,8,38.284,34.656,25.918,31.881,39.873,47.356,53.148,55.87,57.602,59.103,58.168,56.74,53.937,49.375,45.941,41.005,35.728,28.091,14.205,14.424,19.737
train_0074,3,8,35.922,30.09,25.383,19.492,22.547,25.779,32.051,34.206,32.203,30.825,28.786,24.706,21.72,18.76,17.007,12.833,9.835,3.861,1.357,1.224,1
train_0074,4,8,34.343,28.596,20.07,27.454,34.785,42.212,47.979,50.21,50.898,51.563,50.348,49.838,47.428,42.633,39.189,34.255,29.277,,9.165,12.65,17.063
train_0074,5,8,33.531,28.899,19.592,25.996,33.748,42.075,48.607,51.363,53.203,54.814,53.729,52.79,50.415,45.454,41.006,34.765,28.455,21.55,9.583,10.179,16.386
train_0074,6,8,32.211,26.265,21.854,29.252,36.322,,48.908,50.876,52.605,53.769,52.129,51.057,48.047,43.16,38.737,31.944,27.018,20.332,,15.867,16.883
train_0074,7,8,38.863,,25.341,31.291,38.27,45.523,,56.113,58.821,,,57.516,55.162,50.939,46.568,40.929,34.897,28.413,16.737,12.47,19.943
train_0074,8,8,38.09,32.206,24.414,32.05,39.106,45.934,50.968,53.536,55.403,56.444,54.681,,51.067,46.861,43.143,37.68,32.242,25.469,13.393,12.323,18.782
train_0075,1,8,42.573,41.903,29.803,38.192,45.762,50.503,54.154,57.867,61.16,62.126,62.756,61.324,57.749,52.697,48.792,46.031,41.582,34.496,,12.218,25.206
train_0075,2,8,41.907,41.856,31.953,37.795,44.931,49.507,53.423,56.832,59.806,61.071,61.57,59.59,56.186,51.653,47.733,44.556,40.374,34.302,29.446,,26.654
train_0075,3,8,40.142,40.136,29.18,36.267,44.182,49.452,53.33,57.285,61.238,62.738,62.422,59.21,55.361,51.454,48.475,45.149,39.278,32.333,25.479,17.179,25.261
train_0075,4,8,35.742,,26.02,34.745,41.092,45.468,49.17,52.524,54.821,55.179,55.375,53.838,50.922,46.498,42.68,39.595,35.235,29.259,23.906,12.298,22.312
train_0075,5,8,37.166,37.931,29.544,32.901,40.514,45.065,49.439,53.307,,57.344,57.833,56.327,53.277,48.627,44.593,40.756,34.942,,23.537,,22.42
train_0075,6,8,36.277,,30.366,30.081,39.082,44.315,48.816,52.492,55.815,56.987,,55.554,52.934,49.417,45.828,42.396,38.139,,28.088,12.642,22.563
train_0075,7,8,42.214,41.85,32.016,35.137,43.298,47.979,51.833,55.441,59.383,61.312,,61.136,58.643,54.862,50.962,47.566,43.122,35.985,30.271,16.274,22.56
train_0075,8,8,36.748,37.246,30.121,32.878,40.799,45.051,48.344,51.567,55.061,56.89,57.335,55.186,52.329,48.774,45.197,41.936,37.464,31.643,27.02,15.866,24.981
train_0076,1,8,41.779,41.613,41.649,29.295,42.314,49.23,54.268,58.777,,65.444,,64.988,61.716,56.423,51.614,46.427,38.413,32.539,13.097,30.29,34.45
train_0076,2,8,43.769,43.231,39.082,34.54,46.674,52.48,57.047,61.913,66.418,,68.284,65.716,61.621,56.57,52.672,48.286,40.387,33.76,12.808,27.718,31.979
train_0076,3,8,42.389,41.509,34.745,34.097,,51.403,,62.865,67.033,68.068,67.206,,60.115,55.454,50.957,45.18,36.891,31.205,15.222,30.341,32.28
train_0076,4,8,38.431,38.841,38.733,27.634,39.945,46.3,51.885,56.799,61.1,62.547,,61.844,58.927,54.101,49.372,44.115,36.248,30.364,11.316,26.58,30.48
train_0076,5,8,40.209,40.387,40.752,29.299,40.518,46.933,52.093,56.935,62.018,64.196,64.39,62.122,59.092,55.002,50.898,46.18,39.16,33.875,15.691,30.076,33.797
train_0076,6,8,38.39,38.319,37.278,26.505,37.647,43.084,47.912,52.56,57.107,59.466,60.512,58.311,54.764,50.13,45.685,41.081,34.357,29.07,11.161,24.553,29.629
train_0076,7,8,22.189,25.369,27.273,27.502,32.339,34.842,37.029,38.733,40.761,41.94,43.931,45.076,46.061,47.623,49.586,51.521,52.432,55.115,54.467,61.864,65.937
train_0076,8,8,39.147,40.129,35.006,35.245,44.984,49.961,54.285,58.665,62.756,64.686,65.159,62.596,58.579,53.416,49.08,44.849,38.293,32.859,14.182,26.879,31.853
train_0077,1,8,37.329,25.384,34.34,41.325,46.767,51.355,55.483,,60.403,61.236,59.733,56.924,,48.721,45.264,40.46,32.98,27.219,10.536,26.396,31.211
train_0077,2,8,36.148,24.244,32.27,39.369,,49.344,53.676,57.011,57.984,58.763,57.789,54.765,50.162,46.072,42.887,38.646,31.913,26.834,9.729,18.511,25.138
train_0077,3,8,36.664,24.979,36.87,42.668,47.816,52.535,,59.636,60.892,61.816,60.539,58.08,53.796,49.391,45.189,39.679,32.268,26.986,8.514,24.725,29.289
train_0077,4,8,39.635,33.151,32.494,43.666,49.182,53.13,57.196,61.475,63.475,64.57,63.402,60.499,56.173,52.093,49.042,44.129,35.575,29.582,10.418,26.204,30.235
train_0077,5,8,24.937,34.182,37.651,46.69,48.22,52.085,51.87,55.416,54.263,51.338,50.668,49.013,46.791,42.35,38.073,35.558,30.546,25.039,6.306,21.37,24.459
train_0077,6,8,38.507,30.133,31.368,40.88,46.028,50.062,54.153,58.665,60.559,61.036,60.434,58.51,55.159,51.168,47.234,42.23,34.843,29.426,12.489,21.604,27.371
train_0077,7,8,42.152,34.325,34.105,45.094,51.192,56.566,61.514,66.541,69.303,70.425,69.173,65.589,60.826,56.345,53.173,49.161,41.56,35.11,18.22,25.062,
train_0077,8,8,23.68,37.506,39.48,47.528,47.459,50.87,48.804,52.27,50.341,47.291,47.944,45.787,42.646,37.738,34.042,33.685,30.299,24.434,5.372,20.213,22.594
train_0078,1,12,32.908,28.687,22.472,30.778,37.817,45.025,50.364,52.891,54.719,55.638,53.52,,47.967,43.702,39.404,32.481,26.97,17.801,9.426,17.911,18.88
train_0078,2,12,,27.623,22.669,30.928,38.027,44.532,48.826,51.07,53.093,,53.28,51.739,47.616,42.486,38.703,32.328,27.342,20.277,9.342,16.941,16.445
train_0078,3,12,35.911,31.993,23.896,29.92,37.569,44.433,48.943,50.627,52.356,54.051,52.944,51.848,50.411,46.718,42.7,37.67,33.122,27.288,15.818,13.586,19.104
train_0078,4,12,38.887,,26.78,32.618,39.495,45.957,51.12,54.234,56.309,57.113,55.536,54.815,52.739,48.305,44.133,37.593,31.852,24.441,12.279,17.236,21.704
train_0078,5,12,36.78,32.99,24.33,31.349,38.6,46.003,51.326,54.064,55.85,56.308,53.952,52.615,49.735,45.706,41.964,35.617,30.143,20.757,12.285,20.344,20.134
train_0078,6,12,38.995,33.097,27.181,35.38,42.362,48.432,52.505,54.823,56.637,57.24,55.294,54.428,51.512,46.723,42.924,36.864,31.728,24.282,,18.348,20.236
train_0078,7,12,37.722,32.601,25.049,32.581,39.429,46.108,51.18,53.586,55.109,56.249,54.781,53.94,51.173,45.851,41.012,34.755,30.258,23.264,12.996,21.429,21.575
train_0078,8,12,36.941,32.642,26.557,34.726,41.228,47.709,52.54,55.156,57.15,57.914,55.925,55.363,52.574,47.46,43.456,37.09,32.22,24.617,12.252,19.96,20.66
train_0078,9,12,36.668,32.05,23.209,30.717,37.93,45.043,50.576,53.243,54.922,,54.269,53.009,49.405,43.715,39.633,33.889,29.169,21.055,8.677,17.378,
train_0078,10,12,32.2,27.469,22.932,31.146,37.526,43.802,48.793,51.012,51.462,51.467,50.338,49.952,47.067,42.787,39.316,32.823,27.303,20.054,10.697,18.986,18.736
train_0078,11,12,32.459,27.458,22.301,31.338,39.074,45.784,50.185,52.589,54.571,55.382,53.274,51.965,48.727,44.078,40.528,34.053,28.569,20.554,8.301,15.634,16.603
train_0078,12,12,34.652,27.177,25.933,33.53,39.82,45.49,49.843,52.4,53.598,53.352,50.732,49.069,46.561,43.446,40.857,35.058,,22.932,11.972,16.212,17.783
train_0079,1,8,34.506,28.715,23.835,30.157,39.316,46.978,53.031,56.953,57.81,57.97,52.935,44.939,37.346,31.994,28.723,28.036,31.079,34.792,36.686,35.479,36.93
train_0079,2,8,32.334,26.352,24.506,32.264,40.965,47.458,52.353,55.695,56.996,,52.135,44.542,37.794,33.268,,28.055,30.171,34.421,37.707,35.644,34.458
train_0079,3,8,36.218,29.412,26.857,34.048,42.583,50.007,55.843,58.878,59.508,59.809,54.682,47.039,39.715,34.303,30.832,29.646,32.083,,38.736,37.866,38.185
train_0079,4,8,32.531,26.459,21.512,27.202,36.197,44.024,49.964,53.936,55.193,55.608,52.415,45.887,39.062,33.044,28.18,25.478,26.38,29.16,33.181,33.93,32.972
train_0079,5,8,25.124,19.72,20.794,28.664,36.563,43.164,48.61,51.52,51.773,50.747,45.344,38.786,32.745,27.955,24.355,22.434,24.029,27.444,31.31,30.96,30.566
train_0079,6,8,35.137,30.432,25.872,31.478,40.519,48.02,53.677,57.623,58.707,58.404,53.557,46.023,38.745,33.537,30.028,28.089,30.499,35.08,38.926,,37.835
train_0079,7,8,34.663,28.263,20.371,24.698,25.143,28.035,33.464,35.604,32.473,29.235,23.887,13.793,6.923,3.208,2.729,3.886,8.416,12.652,18.382,15.05,12.881
train_0079,8,8,32,23.701,19.115,17.605,26.227,37.292,44.006,45.03,42.452,38.956,33.19,25.069,17.686,13.012,14.931,18.399,22.57,29.057,36.643,32.552,28.052
train_0080,1,12,41.608,40.957,34.45,33.912,43.526,49.014,52.465,54.981,57.685,59.091,,58.092,54.807,50.282,46.773,42.911,36.163,30.507,16.376,25.204,
train_0080,2,12,35.16,34.284,32.245,25.521,35.822,40.518,44.19,47.736,51.064,52.196,52.416,50.573,47.788,43.862,40.357,36.664,30.729,25.634,9.9,21.164,
train_0080,3,12,,35.106,34.056,26.521,36.509,40.968,44.698,48.306,52.109,53.475,53.627,52.114,,45.853,41.703,36.992,31.059,26.03,13.822,18.674,22.965
train_0080,4,12,38.486,39.138,39.124,26.891,37.913,44.319,49.266,53.177,57.227,59.268,59.602,57.036,53.22,48.595,44.229,39.346,32.365,26.849,11.422,22.654,
train_0080,5,12,41.19,41.052,40.833,30.157,38.816,45.834,51.359,55.521,59.13,60.78,61.24,59.667,56.428,51.578,46.766,41.919,35.714,30.759,14.544,24.703,28.359
train_0080,6,12,37.55,,32.542,31.649,41.268,46.173,49.822,53.429,56.658,57.719,57.968,55.761,52.422,48.531,45.127,40.8,34.083,28.443,12.255,22.781,28.235
train_0080,7,12,37.915,37.966,37.057,26.672,38.474,44.188,48.806,53.216,57.675,,59.261,56.061,51.688,46.541,42.04,37.293,30.954,26.626,11.875,24.563,26.038
train_0080,8,12,39.146,38.643,38.362,28.407,36.793,,46.729,50.244,53.754,55.613,56.835,56.543,53.441,47.794,42.887,39.157,34.228,29.463,16.169,22.654,26.804
train_0080,9,12,37.811,37.152,36.457,25.647,34.907,41.092,45.756,49.685,53.699,55.357,55.314,53.306,,46.515,42.978,39.162,32.749,27.303,11.702,21.838,23.923
train_0080,10,12,33.989,35.102,36.187,26.388,33.241,39.198,43.989,48.36,52.311,54.125,54.62,53.359,50.112,45.588,41.63,,32.55,26.013,16.619,18.406,25.477
train_0080,11,12,36.05,36.264,35.503,25.79,35.85,41.032,45.893,49.68,52.49,53.49,53.993,52.551,49.989,45.965,41.448,36.872,31.393,26.499,14.467,18.797,23.419
train_0080,12,12,41.447,41.319,41.146,29.698,39.178,45.182,,54.142,58.152,59.61,59.856,58.764,55.787,50.874,46.167,41.939,,30.505,21.046,23.08,30.58
train_0081,1,12,31.638,24.11,20.064,26.979,35.792,42.427,46.97,49.059,49.386,48.056,41.083,33.222,27.639,,21.752,22.101,25.145,29.44,29.581,28.42,
train_0081,2,12,33.336,29.187,22.934,25.233,33.998,41.873,47.449,50.853,51.895,52.261,46.92,38.846,31.755,27.21,24.127,23.58,26.272,30.236,,29.033,28.52
